Path,Server,Location,Branch,SubBranch,ControlProgram,Point,Zone,BacnetAddress,BacnetDevId,BacnetObjectType,PointType,ComponentId,PathMappingsId
#1c6d_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar",1C6D,"clg setpt",4,20606:41,172,BAV,3,28,3
#1c6d_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar",1C6D,"Zone Temp",4,20606:41,429,BAV,3,28,7
#1c6d_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar",1C6D,"Supply Air",4,20606:41,1215,BAV,3,28,6
#1c6e_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-1","Air Flow Feedback",4,20606:41,1219,BAV,3,29,2
#1c6e_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-1","Room Occupied",4,20606:41,811,BBV,3,29,5
#1c6e_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-1","htg setpt",4,20606:41,179,BAV,3,29,4
#1c6e_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-1","clg setpt",4,20606:41,178,BAV,3,29,3
#1c6e_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-1","Zone Temp",4,20606:41,430,BAV,3,29,7
#1c6e_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-1","Supply Air",4,20606:41,1228,BAV,3,29,6
#1c6f_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-2","Air Flow Feedback",4,20606:41,1232,BAV,3,30,2
#1c6f_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-2","Room Occupied",4,20606:41,818,BBV,3,30,5
#1c6f_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-2","htg setpt",4,20606:41,185,BAV,3,30,4
#1c6f_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-2","clg setpt",4,20606:41,184,BAV,3,30,3
#1c6f_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-2","Zone Temp",4,20606:41,431,BAV,3,30,7
#1c6f_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-2","Supply Air",4,20606:41,1241,BAV,3,30,6
#1c6g_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-3","Air Flow Feedback",4,20606:41,1245,BAV,3,31,2
#1c6g_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-3","Room Occupied",4,20606:41,825,BBV,3,31,5
#1c6g_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-3","htg setpt",4,20606:41,191,BAV,3,31,4
#1c6g_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-3","clg setpt",4,20606:41,190,BAV,3,31,3
#1c6g_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-3","Zone Temp",4,20606:41,432,BAV,3,31,7
#1c6g_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-3","Supply Air",4,20606:41,1254,BAV,3,31,6
#1c6h_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-4","Air Flow Feedback",4,20606:41,1258,BAV,3,32,2
#1c6h_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-4","Room Occupied",4,20606:41,832,BBV,3,32,5
#1c6h_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-4","htg setpt",4,20606:41,197,BAV,3,32,4
#1c6h_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-4","clg setpt",4,20606:41,196,BAV,3,32,3
#1c6h_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-4","Zone Temp",4,20606:41,433,BAV,3,32,7
#1c6h_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-4","Supply Air",4,20606:41,1267,BAV,3,32,6
#1c6i_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-5","Air Flow Feedback",4,20606:41,1271,BAV,3,33,2
#1c6i_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-5","Room Occupied",4,20606:41,839,BBV,3,33,5
#1c6i_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-5","htg setpt",4,20606:41,203,BAV,3,33,4
#1c6i_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-5","clg setpt",4,20606:41,202,BAV,3,33,3
#1c6i_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-5","Zone Temp",4,20606:41,434,BAV,3,33,7
#1c6i_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","First Floor","Short bar","Room 102A-5","Supply Air",4,20606:41,1280,BAV,3,33,6
#205_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-205,"Air Flow Feedback",4,20606:30,1348,BAV,3,34,2
#205_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-205,"Room Occupied",4,20606:30,937,BBV,3,34,5
#205_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-205,"htg setpt",4,20606:30,40,BAV,3,34,4
#205_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-205,"clg setpt",4,20606:30,39,BAV,3,34,3
#205_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-205,"Zone Temp",4,20606:30,478,BAV,3,34,7
#205_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-205,"Supply Air",4,20606:30,1357,BAV,3,34,6
#206a_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-206-2,"Air Flow Feedback",4,20606:30,1361,BAV,3,35,2
#206a_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-206-2,"Room Occupied",4,20606:30,944,BBV,3,35,5
#206a_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-206-2,"htg setpt",4,20606:30,76,BAV,3,35,4
#206a_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-206-2,"clg setpt",4,20606:30,75,BAV,3,35,3
#206a_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-206-2,"Zone Temp",4,20606:30,484,BAV,3,35,7
#206a_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-206-2,"Supply Air",4,20606:30,1370,BAV,3,35,6
#206b_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-206-1,"Air Flow Feedback",4,20606:30,1374,BAV,3,36,2
#206b_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-206-1,"Room Occupied",4,20606:30,951,BBV,3,36,5
#206b_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-206-1,"htg setpt",4,20606:30,82,BAV,3,36,4
#206b_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-206-1,"clg setpt",4,20606:30,81,BAV,3,36,3
#206b_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-206-1,"Zone Temp",4,20606:30,485,BAV,3,36,7
#206b_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-206-1,"Supply Air",4,20606:30,1383,BAV,3,36,6
#207_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-207,"Air Flow Feedback",4,20606:30,18,BAV,3,37,2
#207_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-207,"Room Occupied",4,20606:30,958,BBV,3,37,5
#207_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-207,"htg setpt",4,20606:30,70,BAV,3,37,4
#207_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-207,"clg setpt",4,20606:30,69,BAV,3,37,3
#207_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-207,"Zone Temp",4,20606:30,483,BAV,3,37,7
#207_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-207,"Supply Air",4,20606:30,31,BAV,3,37,6
#208_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-208,"Air Flow Feedback",4,20606:30,1407,BAV,3,38,2
#208_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-208,"Room Occupied",4,20606:30,965,BBV,3,38,5
#208_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-208,"htg setpt",4,20606:30,106,BAV,3,38,4
#208_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-208,"clg setpt",4,20606:30,105,BAV,3,38,3
#208_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-208,"Zone Temp",4,20606:30,489,BAV,3,38,7
#208_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-208,"Supply Air",4,20606:30,1416,BAV,3,38,6
#209_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-209,"Air Flow Feedback",4,20606:30,1420,BAV,3,39,2
#209_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-209,"Room Occupied",4,20606:30,972,BBV,3,39,5
#209_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-209,"htg setpt",4,20606:30,112,BAV,3,39,4
#209_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-209,"clg setpt",4,20606:30,111,BAV,3,39,3
#209_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-209,"Zone Temp",4,20606:30,490,BAV,3,39,7
#209_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-209,"Supply Air",4,20606:30,1436,BAV,3,39,6
#210_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-210,"Air Flow Feedback",4,20606:30,1440,BAV,3,40,2
#210_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-210,"Room Occupied",4,20606:30,979,BBV,3,40,5
#210_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-210,"htg setpt",4,20606:30,118,BAV,3,40,4
#210_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-210,"clg setpt",4,20606:30,117,BAV,3,40,3
#210_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-210,"Zone Temp",4,20606:30,491,BAV,3,40,7
#210_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-210,"Supply Air",4,20606:30,1449,BAV,3,40,6
#211_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-211,"Air Flow Feedback",4,20606:30,1453,BAV,3,41,2
#211_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-211,"Room Occupied",4,20606:30,986,BBV,3,41,5
#211_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-211,"htg setpt",4,20606:30,124,BAV,3,41,4
#211_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-211,"clg setpt",4,20606:30,123,BAV,3,41,3
#211_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-211,"Zone Temp",4,20606:30,492,BAV,3,41,7
#211_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-211,"Supply Air",4,20606:30,1462,BAV,3,41,6
#212_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-212,"Air Flow Feedback",4,20606:30,1466,BAV,3,42,2
#212_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-212,"Room Occupied",4,20606:30,993,BBV,3,42,5
#212_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-212,"htg setpt",4,20606:30,131,BAV,3,42,4
#212_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-212,"clg setpt",4,20606:30,130,BAV,3,42,3
#212_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-212,"Zone Temp",4,20606:30,58,BAV,3,42,7
#212_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-212,"Supply Air",4,20606:30,1475,BAV,3,42,6
#213a_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213A,"Air Flow Feedback",4,20606:30,1479,BAV,3,43,2
#213a_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213A,"Room Occupied",4,20606:30,1000,BBV,3,43,5
#213a_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213A,"htg setpt",4,20606:30,100,BAV,3,43,4
#213a_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213A,"clg setpt",4,20606:30,99,BAV,3,43,3
#213a_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213A,"Zone Temp",4,20606:30,488,BAV,3,43,7
#213a_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213A,"Supply Air",4,20606:30,1488,BAV,3,43,6
#213b2_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213B-2,"Air Flow Feedback",4,20606:30,1505,BAV,3,44,2
#213b2_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213B-2,"Room Occupied",4,20606:30,1014,BBV,3,44,5
#213b2_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213B-2,"htg setpt",4,20606:30,94,BAV,3,44,4
#213b2_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213B-2,"clg setpt",4,20606:30,93,BAV,3,44,3
#213b2_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213B-2,"Zone Temp",4,20606:30,481,BAV,3,44,7
#213b2_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213B-2,"Supply Air",4,20606:30,1514,BAV,3,44,6
#213c1_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213C-1,"Air Flow Feedback",4,20606:30,1518,BAV,3,45,2
#213c1_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213C-1,"Room Occupied",4,20606:30,198,BBV,3,45,5
#213c1_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213C-1,"htg setpt",4,20606:30,144,BAV,3,45,4
#213c1_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213C-1,"clg setpt",4,20606:30,137,BAV,3,45,3
#213c1_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213C-1,"Zone Temp",4,20606:30,473,BAV,3,45,7
#213c1_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213C-1,"Supply Air",4,20606:30,1527,BAV,3,45,6
#213c2_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213C-2,"Air Flow Feedback",4,20606:30,1531,BAV,3,46,2
#213c2_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213C-2,"Room Occupied",4,20606:30,1028,BBV,3,46,5
#213c2_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213C-2,"htg setpt",4,20606:30,152,BAV,3,46,4
#213c2_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213C-2,"clg setpt",4,20606:30,151,BAV,3,46,3
#213c2_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213C-2,"Zone Temp",4,20606:30,486,BAV,3,46,7
#213c2_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213C-2,"Supply Air",4,20606:30,1540,BAV,3,46,6
#213d1_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213D-1,"Air Flow Feedback",4,20606:30,1544,BAV,3,47,2
#213d1_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213D-1,"Room Occupied",4,20606:30,208,BBV,3,47,5
#213d1_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213D-1,"htg setpt",4,20606:30,160,BAV,3,47,4
#213d1_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213D-1,"clg setpt",4,20606:30,159,BAV,3,47,3
#213d1_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213D-1,"Zone Temp",4,20606:30,474,BAV,3,47,7
#213d1_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213D-1,"Supply Air",4,20606:30,1581,BAV,3,47,6
#213d2_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213D-2,"Air Flow Feedback",4,20606:30,1585,BAV,3,48,2
#213d2_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213D-2,"Room Occupied",4,20606:30,1042,BBV,3,48,5
#213d2_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213D-2,"htg setpt",4,20606:30,167,BAV,3,48,4
#213d2_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213D-2,"clg setpt",4,20606:30,166,BAV,3,48,3
#213d2_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213D-2,"Zone Temp",4,20606:30,487,BAV,3,48,7
#213d2_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213D-2,"Supply Air",4,20606:30,1594,BAV,3,48,6
#213e-2_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213E-2,"Air Flow Feedback",4,20606:30,1611,BAV,3,49,2
#213e-2_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213E-2,"Room Occupied",4,20606:30,1056,BBV,3,49,5
#213e-2_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213E-2,"htg setpt",4,20606:30,313,BAV,3,49,4
#213e-2_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213E-2,"clg setpt",4,20606:30,312,BAV,3,49,3
#213e-2_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213E-2,"Zone Temp",4,20606:30,498,BAV,3,49,7
#213e-2_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213E-2,"Supply Air",4,20606:30,1620,BAV,3,49,6
#213e1_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213E-1,"Air Flow Feedback",4,20606:30,1598,BAV,3,50,2
#213e1_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213E-1,"Room Occupied",4,20606:30,1049,BBV,3,50,5
#213e1_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213E-1,"htg setpt",4,20606:30,174,BAV,3,50,4
#213e1_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213E-1,"clg setpt",4,20606:30,173,BAV,3,50,3
#213e1_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213E-1,"Zone Temp",4,20606:30,476,BAV,3,50,7
#213e1_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213E-1,"Supply Air",4,20606:30,1607,BAV,3,50,6
#213f2_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213F-1,"Air Flow Feedback",4,20606:30,1624,BAV,3,51,2
#213f2_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213F-1,"Room Occupied",4,20606:30,1063,BBV,3,51,5
#213f2_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213F-1,"htg setpt",4,20606:30,301,BAV,3,51,4
#213f2_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213F-1,"clg setpt",4,20606:30,300,BAV,3,51,3
#213f2_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213F-1,"Zone Temp",4,20606:30,496,BAV,3,51,7
#213f2_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213F-1,"Supply Air",4,20606:30,1633,BAV,3,51,6
#213f3_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213F-2,"Air Flow Feedback",4,20606:30,1637,BAV,3,52,2
#213f3_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213F-2,"Room Occupied",4,20606:30,227,BBV,3,52,5
#213f3_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213F-2,"htg setpt",4,20606:30,186,BAV,3,52,4
#213f3_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213F-2,"clg setpt",4,20606:30,185,BAV,3,52,3
#213f3_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213F-2,"Zone Temp",4,20606:30,497,BAV,3,52,7
#213f3_thermafuser/m190,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-213F-2,"Supply Air",4,20606:30,1655,BAV,3,52,6
#214_thermafuser/m073,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-214,"Air Flow Feedback",4,20606:30,1659,BAV,3,53,2
#214_thermafuser/m078,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-214,"Room Occupied",4,20606:30,234,BBV,3,53,5
#214_thermafuser/m134,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-214,"htg setpt",4,20606:30,289,BAV,3,53,4
#214_thermafuser/m135,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-214,"clg setpt",4,20606:30,192,BAV,3,53,3
#214_thermafuser/m186,10.20.0.47,"Science & Engineering 2: 0206","Second Floor","Short bar",Room-214,"Zone Temp",4,20606:30,193,BAV,3,53,7
